DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	completeness
PN15RA.vae.110478	95.13
PN16RJ.vae.2002	95.12
PN16RN.vae.33529	95.11
PN8RE.bin.116	95.1
PN1CI.vae.72634	95.1
PN1RB.vae.16371	95.1
PN1GJ.bin.9	95.09
PN13RE.vae.2571	95.08
PN1JE.vae.20171	95.08
PN1RJ.vae.25365	95.08
PN5RF.vae.97247	95.05
PN7RM.vae.11329	95.02
PN9RJ.bin.163	95.01
PN3RA.vae.101357	95
PN1RE.bin.52	95
PN5RB.bin.251	94.99
PN1RA.vae.14534	94.99
PN5RG.bin.121	94.97
PN10RB.bin.140	94.97
PN5LF.vae.3446	94.96
PN3RF.vae.15644	94.96
PN8RQ.bin.134	94.96
PN10RJ.vae.62633	94.96
PN2RB.vae.10840	94.95
PN10RD.bin.112	94.94
PN7RK.bin.25	94.94
PN1CL.bin.154	94.92
PN14RB.vae.23181	94.91
PN6RQ.bin.177	94.9
PN1DJ.bin.33	94.9
PN5RF.bin.146	94.9
PN8RC.bin.88	94.89
PN2CI.vae.879	94.88
PN1RC.bin.67	94.88
PN5RC.vae.32897	94.87
PN16RT.vae.147855	94.87
PN4RD.vae.114046	94.86
PN6RT.bin.37	94.86
PN3DD.bin.6	94.84
PN10RA.vae.10537	94.84
PN3LG.vae.1618	94.84
PN4RE.vae.86162	94.84
PN16RA.vae.81687	94.82
PN1RC.vae.7242	94.82
PN11RE.bin.108	94.81
PN14RH.bin.60	94.8
PN2RJ.bin.4	94.79
PN13RO.vae.10291	94.77
PN5RH.vae.7584	94.76
PN3CC.vae.7083	94.76
PN16RQ.vae.723	94.75
PN10RM.vae.7967	94.75
PN8RE.vae.10101	94.74
PN5RA.vae.16328	94.74
PN10RP.vae.45483	94.74
PN10RH.vae.22924	94.74
PN7RF.vae.31801	94.73
PN9RI.vae.53597	94.73
PN5RE.vae.85444	94.71
PN5CE.vae.12919	94.7
PN11RE.bin.164	94.7
PN5CB.bin.143	94.66
PN8RO.bin.62	94.65
PN3RE.vae.10097	94.61
PN6RS.vae.7833	94.61
PN5CG.bin.170	94.6
PN13RR.bin.66	94.6
PN5RB.vae.11516	94.59
PN10RD.vae.68802	94.58
PN6RP.vae.54421	94.58
PN6RC.vae.14954	94.58
PN5LF.bin.68	94.58
PN5IE.bin.2	94.56
PN10RO.vae.8897	94.55
PN1LI.bin.105	94.53
PN3DD.bin.63	94.52
PN11RA.vae.8181	94.5
PN1RB.vae.72886	94.48
PN16RC.vae.2245	94.47
PN13RE.bin.160	94.46
PN14RQ.bin.57	94.46
PN5GA.vae.7976	94.45
PN3LD.bin.79	94.44
PN2CD.bin.13	94.43
PN2GC.bin.42	94.43
PN6RC.vae.4761	94.42
PN1RJ.bin.150	94.41
PN5RC.vae.30971	94.37
PN1RD.bin.241	94.36
PN8RO.bin.102	94.35
PN16RA.vae.13675	94.34
PN5RA.vae.39830	94.33
PN5RC.vae.8363	94.31
PN13RQ.vae.15113	94.3
PN6RI.vae.32989	94.29
PN1RC.vae.11645	94.29
PN2CB.bin.43	94.27
PN3RD.vae.9286	94.26
PN16RE.bin.65	94.25
PN7RA.bin.94	94.24
PN14RS.vae.36766	94.23
PN5LF.bin.11	94.22
PN9RD.vae.4553	94.22
PN1RC.bin.199	94.22
PN2RE.vae.25782	94.22
PN8RD.vae.15389	94.21
PN1RH.bin.137	94.19
PN6RE.vae.9055	94.17
PN3GB.bin.48	94.16
PN16RA.vae.1770	94.13
PN2CH.bin.84	94.13
PN10RS.vae.9089	94.13
PN5CB.vae.4835	94.12
PN8RH.vae.459	94.11
PN14RA.vae.10105	94.1
PN11RF.vae.5164	94.1
PN5RA.vae.24964	94.1
PN1RH.bin.217	94.09
PN5LE.vae.10689	94.08
PN11RM.bin.100	94.07
PN5RC.bin.266	94.07
PN1RD.bin.106	94.07
PN8RS.vae.39850	94.06
PN15RA.bin.48	94.06
PN1GG.bin.68	94.05
PN2RH.bin.145	94.05
PN3CC.bin.55	94.05
PN3RF.vae.2615	94.03
PN6RC.vae.9743	94.02
PN5RA.bin.82	94.02
PN7RP.vae.6421	94
PN13RR.vae.25367	94
PN11RI.vae.52251	93.98
PN1RI.vae.131426	93.98
PN1RL.bin.23	93.98
PN7RR.vae.10652	93.97
PN3CB.vae.20479	93.96
PN6RN.vae.7756	93.94
PN3DG.bin.16	93.94
PN10RR.vae.7277	93.92
PN1RL.vae.5420	93.92
PN5LC.vae.8673	93.91
PN1GL.bin.46	93.9
PN5LE.vae.14281	93.9
PN3RD.vae.23608	93.89
PN5RE.bin.327	93.89
PN15RK.bin.7	93.88
PN6RI.bin.168	93.87
PN7RP.vae.3897	93.87
PN13RM.bin.113	93.85
PN9RJ.bin.16	93.85
PN5LB.bin.198	93.84
PN7RK.bin.26	93.84
PN8RR.vae.15059	93.83
PN7RM.bin.119	93.81
PN5CE.bin.31	93.81
PN5RB.vae.20344	93.81
PN12RJ.vae.32321	93.8
PN3RG.vae.1062	93.8
PN13RT.vae.934	93.79
PN3DD.bin.18	93.79
PN6RB.bin.220	93.77
PN2CG.bin.49	93.77
PN5RG.bin.63	93.77
PN13RI.vae.33305	93.74
PN2GE.bin.4	93.71
PN9RJ.vae.56010	93.7
PN9RP.vae.858	93.68
PN3CB.vae.44640	93.67
PN4RC.bin.85	93.66
PN5RA.vae.42408	93.66
PN11RA.bin.203	93.62
PN5RE.vae.35018	93.62
PN3LG.vae.2873	93.6
PN3LD.vae.14085	93.58
PN15RM.vae.19256	93.58
PN10RR.bin.21	93.57
PN14RM.vae.123731	93.57
PN10RO.vae.1355	93.56
PN1RE.vae.5820	93.56
PN6RO.vae.50337	93.55
PN16RH.bin.109	93.54
PN6RF.vae.7774	93.52
PN1CL.vae.33227	93.52
PN10RM.vae.47156	93.5
PN10RN.vae.28271	93.49
PN16RF.vae.30987	93.49
PN6RC.bin.176	93.48
PN10RD.bin.13	93.47
PN16RN.bin.55	93.47
PN15RB.bin.138	93.46
PN1JE.bin.11	93.44
PN1CJ.vae.6639	93.43
PN11RK.vae.24606	93.43
PN1RL.bin.62	93.42
PN5LA.vae.7976	93.4
PN6RT.bin.94	93.4
PN11RJ.vae.39599	93.37
PN6RK.vae.81483	93.33
PN5RB.vae.20576	93.31
PN3GD.vae.24199	93.3
PN14RF.bin.142	93.29
PN1RJ.vae.11288	93.29
PN8RJ.bin.149	93.29
PN8RJ.bin.20	93.28
PN3CG.bin.3	93.23
PN5RC.bin.26	93.22
PN4RE.vae.70140	93.22
PN6RE.vae.4061	93.2
PN11RN.vae.1704	93.17
PN5RB.bin.45	93.16
PN11RN.bin.22	93.16
PN16RB.bin.208	93.15
PN8RB.bin.4	93.15
PN2RJ.bin.21	93.15
PN5RF.bin.235	93.14
PN5CE.vae.12156	93.12
PN1RB.bin.10	93.12
PN14RQ.vae.76274	93.11
PN1LF.bin.6	93.09
PN1RL.bin.42	93.09
PN5LC.bin.191	93.07
PN16RH.bin.164	93.06
PN7RE.vae.58404	93.06
PN10RS.vae.919	93.06
PN10RN.vae.63041	93.04
PN3RF.vae.4404	93.03
PN5RA.vae.67410	93.01
PN14RB.vae.36677	93
PN7RV.vae.8510	92.99
PN6RT.bin.92	92.99
PN5RE.vae.12715	92.99
PN2RC.vae.5263	92.97
PN6RB.bin.142	92.96
PN3CD.vae.51794	92.94
PN3RF.vae.13995	92.94
PN13RT.vae.12509	92.91
PN10RK.bin.128	92.91
PN5LE.bin.199	92.9
PN6RR.vae.7961	92.9
PN1LJ.vae.98180	92.86
PN9RK.bin.47	92.86
PN8RF.bin.207	92.86
PN2RC.vae.1420	92.86
PN16RA.vae.68150	92.85
PN3RB.vae.14931	92.85
PN10RL.vae.5506	92.84
PN10RS.vae.20750	92.8
PN5RE.bin.246	92.77
PN10RH.vae.10354	92.75
PN7RD.bin.108	92.75
PN14RB.bin.196	92.75
PN14RO.vae.50703	92.74
PN6RF.vae.7445	92.73
PN5LH.vae.17356	92.71
PN5RD.vae.13310	92.7
PN6RC.vae.8122	92.7
PN11RI.vae.1829	92.66
PN6RI.vae.25890	92.63
PN7RL.bin.68	92.59
PN13RH.bin.146	92.55
PN3GE.bin.19	92.52
PN1CI.vae.99327	92.52
PN6RJ.vae.32487	92.52
PN1GE.bin.59	92.48
PN15RI.vae.27551	92.48
PN16RJ.bin.144	92.45
PN6RC.vae.15743	92.43
PN5CG.vae.103980	92.42
PN8RR.vae.38071	92.4
PN8RL.vae.34985	92.4
PN8RD.vae.2221	92.38
PN2RF.vae.22866	92.38
PN5CF.vae.42018	92.36
PN14RQ.bin.207	92.35
PN6RA.bin.10	92.34
PN11RA.vae.18046	92.34
PN1RA.bin.34	92.33
PN15RO.bin.160	92.32
PN6RB.bin.67	92.32
PN3RG.vae.4014	92.31
PN10RO.vae.13997	92.31
PN11RN.vae.1026	92.31
PN8RR.vae.23432	92.31
PN3CB.bin.185	92.31
PN7RQ.bin.196	92.31
PN2RA.vae.32426	92.25
PN3RG.vae.10004	92.23
PN10RF.vae.4766	92.22
PN7RS.vae.865	92.2
PN3LC.bin.10	92.2
PN1RD.vae.226823	92.18
PN10RF.vae.9549	92.17
PN10RD.vae.20059	92.16
PN12RE.vae.1131	92.13
PN3CA.bin.115	92.13
PN1CI.vae.22147	92.11
PN8RC.bin.109	92.11
PN14RE.vae.18168	92.1
PN5GB.bin.11	92.08
PN7RQ.vae.1990	92.08
PN7RD.vae.4156	92.05
PN13RJ.bin.13	92.05
PN12RJ.vae.37198	92.04
PN8RJ.bin.117	92.04
PN5RB.vae.7162	92.03
PN6RC.vae.13639	92.01
PN16RM.vae.54418	91.99
PN5RA.vae.103884	91.98
PN14RP.bin.7	91.98
PN10RH.bin.149	91.97
PN5RB.bin.27	91.96
PN1RB.vae.39594	91.96
PN1RA.vae.1175	91.92
PN6RQ.vae.928	91.91
PN5RB.vae.25072	91.9
PN5RD.vae.22719	91.87
PN8RK.vae.11923	91.86
PN1RD.vae.35317	91.85
PN6RF.vae.96620	91.83
PN15RH.bin.46	91.82
PN5RG.bin.243	91.82
PN5RA.vae.111528	91.81
PN10RO.vae.49396	91.81
PN12RJ.vae.121	91.81
PN16RE.bin.34	91.8
PN8RB.vae.4988	91.79
PN1RB.vae.52481	91.79
PN2RB.vae.12927	91.78
PN16RC.vae.26035	91.77
PN11RO.bin.183	91.74
PN7RP.bin.179	91.73
PN4RH.bin.1	91.73
PN10RH.bin.3	91.72
PN13RO.bin.25	91.71
PN3RB.bin.138	91.71
PN2LF.vae.4800	91.71
PN3RH.vae.1356	91.7
PN3RF.vae.34698	91.69
PN5LE.vae.18766	91.68
PN6RK.bin.19	91.66
PN2CG.vae.16150	91.65
PN5RC.vae.10536	91.65
PN4RE.bin.176	91.64
PN11RK.vae.25272	91.64
PN10RF.vae.12158	91.62
PN3CG.vae.3495	91.59
PN6RD.bin.34	91.57
PN16RR.vae.6417	91.53
PN6RI.vae.12555	91.52
PN14RD.bin.20	91.52
PN7RE.vae.76249	91.52
PN10RO.vae.6229	91.51
PN10RR.vae.128	91.48
PN10RQ.bin.60	91.46
PN3DD.vae.3228	91.45
PN1RL.vae.14434	91.45
PN5RC.bin.232	91.43
PN10RS.vae.3752	91.41
PN8RQ.bin.99	91.41
PN3RB.vae.63216	91.41
PN10RH.vae.33272	91.4
PN10RR.bin.138	91.39
PN5RB.vae.3219	91.37
PN8RE.vae.9943	91.37
PN1CD.bin.8	91.36
PN11RK.bin.197	91.36
PN1RE.vae.4017	91.36
PN5RG.vae.450	91.35
PN9RB.vae.22858	91.35
PN12RJ.bin.184	91.35
PN15RB.vae.85478	91.35
PN5LG.bin.65	91.34
PN8RE.bin.60	91.33
PN11RA.vae.3778	91.31
PN7RC.vae.10312	91.29
PN5RF.bin.175	91.28
PN10RC.bin.78	91.28
PN6RJ.vae.2555	91.28
PN1CI.vae.12654	91.27
PN8RP.vae.5693	91.27
PN4RH.vae.13294	91.24
PN5RC.bin.11	91.2
PN6RO.vae.41184	91.19
PN11RN.bin.80	91.19
PN2RF.vae.32265	91.19
PN1RC.vae.12718	91.17
PN1RH.vae.9410	91.17
PN3RD.vae.5534	91.14
PN13RQ.vae.9350	91.12
PN5LD.vae.12340	91.11
PN1JE.bin.62	91.11
PN3JG.bin.2	91.09
PN5RA.bin.316	91.08
PN5LE.bin.48	91.07
PN15RH.vae.12318	91.06
PN3LB.vae.91643	91.05
PN5CB.vae.22709	91.05
PN9RJ.bin.225	91.04
PN11RK.vae.11286	91.03
PN1RC.vae.18163	91.03
PN16RU.vae.43548	90.99
PN3RF.vae.29991	90.98
PN10RO.bin.82	90.97
PN1RB.vae.4501	90.95
PN3RF.vae.6226	90.94
PN13RF.bin.5	90.91
PN5RH.vae.12413	90.89
PN2GE.vae.8740	90.88
PN3CG.bin.162	90.88
PN3RB.vae.2662	90.88
PN7RE.vae.2160	90.87
PN16RI.vae.23793	90.86
PN9RC.vae.5449	90.85
PN3LB.bin.76	90.82
PN6RO.vae.4683	90.8
PN11RA.vae.19652	90.79
PN5RC.bin.202	90.77
PN3CG.bin.112	90.77
PN3RC.vae.19866	90.76
PN6RM.bin.194	90.75
PN6RQ.vae.3619	90.74
PN5RH.bin.185	90.74
PN5RD.vae.15857	90.73
PN2CJ.vae.7280	90.72
PN1RC.vae.31697	90.72
PN7RG.bin.164	90.72
PN4RE.bin.70	90.72
PN3RG.vae.13315	90.71
PN12RD.bin.160	90.69
PN9RJ.vae.4381	90.68
PN5LB.bin.158	90.67
PN5JD.bin.61	90.64
PN8RB.vae.24904	90.64
PN1RE.vae.44287	90.62
PN14RC.vae.5403	90.61
PN6RL.vae.3945	90.59
PN13RJ.vae.8247	90.59
PN5CB.bin.135	90.57
PN2LJ.vae.18012	90.57
PN7RG.vae.32444	90.57
PN2CG.vae.9399	90.56
PN1RD.vae.114423	90.56
PN5LF.bin.107	90.55
PN2LG.bin.137	90.54
PN5LF.vae.94903	90.54
PN10RD.vae.22907	90.52
PN1RL.vae.41703	90.49
PN10RP.vae.47458	90.49
PN13RB.vae.3958	90.47
PN8RG.bin.116	90.47
PN9RJ.vae.20216	90.46
PN16RR.bin.78	90.46
PN9RJ.vae.40224	90.43
PN14RP.vae.111753	90.42
PN2JD.vae.12717	90.42
PN8RO.vae.2840	90.41
PN7RP.vae.39721	90.41
PN13RP.vae.12446	90.39
PN2RG.bin.62	90.39
PN11RL.vae.9447	90.34
PN9RP.bin.129	90.34
PN5RA.vae.2887	90.34
PN4RA.vae.6628	90.32
PN1RB.bin.243	90.31
PN14RH.vae.6914	90.29
PN16RA.vae.2880	90.29
PN2RF.bin.72	90.29
PN11RF.vae.43843	90.28
PN3RE.vae.13270	90.27
PN16RK.vae.13852	90.26
PN15RI.vae.24372	90.26
PN16RV.vae.32981	90.25
PN5RC.vae.7575	90.24
PN1RD.vae.102890	90.2
PN6RE.vae.4616	90.19
PN13RQ.vae.23495	90.17
PN11RJ.vae.50594	90.17
PN5CE.vae.6158	90.15
PN13RN.bin.123	90.15
PN8RL.vae.41420	90.15
PN10RP.bin.154	90.14
PN5RF.vae.40744	90.13
PN7RV.vae.1435	90.13
PN3RG.vae.119529	90.13
PN1RC.vae.35732	90.13
PN11RJ.vae.75920	90.1
PN2RA.vae.10556	90.1
PN1RL.vae.15923	90.09
PN6RF.vae.73298	90.09
PN15RK.vae.36225	90.08
PN11RI.vae.43284	90.07
PN10RB.vae.48460	90.07
PN16RS.bin.166	90.07
PN1JE.vae.3648	90.06
PN3RH.bin.65	90.06
PN11RI.bin.209	90.05
PN3RF.vae.27902	90.04
PN5CB.vae.2975	90.02
PN7RG.vae.29528	90.02
PN5LG.vae.5964	90.01
PN1RA.bin.272	89.99
PN16RC.vae.23695	89.97
PN3GB.vae.4466	89.97
PN13RK.vae.22689	89.96
PN6RN.vae.18953	89.96
PN1RJ.vae.12439	89.96
PN12RD.bin.155	89.95
PN6RE.vae.18336	89.94
PN15RE.bin.40	89.92
PN1RD.vae.53684	89.91
PN5CB.vae.158716	89.9
PN2CH.vae.12961	89.87
PN6RC.vae.6433	89.87
PN3GH.vae.3016	89.86
PN6RC.vae.18865	89.86
PN11RM.vae.28195	89.86
PN10RM.vae.45517	89.84
PN14RP.vae.15464	89.83
PN3CD.bin.118	89.73
PN6RJ.bin.101	89.72
PN7RE.vae.45053	89.72
PN10RP.vae.148402	89.71
PN3CF.vae.69780	89.71
PN3LA.vae.490	89.71
PN8RC.bin.197	89.65
PN14RE.bin.77	89.64
PN5CG.vae.60887	89.62
PN10RO.vae.2161	89.61
PN9RJ.vae.18632	89.61
PN10RC.vae.27098	89.6
PN8RJ.bin.137	89.59
PN7RE.vae.5502	89.54
PN1RH.bin.189	89.54
PN10RP.vae.19310	89.5
PN3RF.vae.54806	89.48
PN6RB.vae.18442	89.45
PN12RD.vae.6430	89.45
PN1CA.bin.8	89.43
PN6RO.bin.159	89.42
PN14RN.vae.22034	89.4
PN13RE.vae.49489	89.39
PN1RI.vae.42105	89.38
PN7RE.bin.203	89.36
PN12RB.vae.7057	89.35
PN3GA.vae.44247	89.33
PN5RG.vae.1012	89.25
PN7RF.vae.60356	89.23
PN8RE.vae.56070	89.21
PN13RQ.vae.27084	89.21
PN11RA.vae.11578	89.21
PN6RM.vae.30604	89.21
PN8RD.vae.29469	89.2
PN13RU.vae.21611	89.19
PN1CL.vae.22093	89.18
PN12RA.bin.54	89.17
PN3RG.vae.8833	89.16
PN11RF.vae.61502	89.11
PN6RO.bin.101	89.1
PN13RR.vae.45074	89.09
PN15RC.vae.93681	89.05
PN5RC.vae.56164	89.04
PN7RJ.vae.4665	89.02
PN8RO.vae.2239	89.02
PN7RN.vae.8215	88.99
PN8RH.bin.154	88.98
PN10RP.vae.4655	88.97
PN3JA.bin.20	88.96
PN14RM.vae.18396	88.96
PN13RN.vae.15856	88.93
PN7RL.bin.131	88.93
PN2GJ.vae.6147	88.88
PN1DL.bin.41	88.88
PN12RD.bin.54	88.88
PN7RT.vae.8749	88.86
PN5RC.vae.14468	88.86
PN3RF.bin.43	88.84
PN11RF.vae.10757	88.82
PN2RA.vae.251639	88.82
PN1CF.vae.30162	88.8
PN2CD.vae.17192	88.78
PN15RD.vae.17892	88.77
PN12RD.bin.15	88.76
PN11RI.bin.91	88.75
PN6RD.vae.921	88.75
PN3RE.vae.25173	88.71
PN10RD.bin.48	88.71
PN14RC.vae.5517	88.7
PN2RD.bin.116	88.68
PN5RH.vae.9465	88.64
PN5RF.vae.2840	88.62
PN16RR.vae.133656	88.61
PN15RB.bin.17	88.61
PN5RB.bin.174	88.6
PN10RJ.vae.50602	88.6
PN13RE.vae.22232	88.6
PN3RF.bin.79	88.59
PN1RA.vae.5729	88.59
PN5LF.vae.11880	88.54
PN3RF.vae.10837	88.49
PN1RD.vae.76817	88.49
PN11RI.vae.51642	88.46
PN1RK.bin.224	88.46
PN11RO.vae.18905	88.43
PN1LD.vae.41572	88.42
PN13RE.vae.32149	88.39
PN8RM.vae.13113	88.38
PN1JH.bin.49	88.36
PN16RO.vae.4631	88.34
PN5LG.bin.131	88.31
PN14RP.vae.6884	88.3
PN5CG.vae.5625	88.29
PN5RC.vae.12731	88.28
PN7RJ.vae.644	88.28
PN10RQ.vae.9163	88.27
PN2RH.vae.17580	88.27
PN7RG.vae.8198	88.26
PN10RB.vae.13718	88.25
PN3RA.bin.29	88.24
PN13RB.vae.38664	88.22
PN14RJ.vae.16042	88.22
PN16RO.vae.22886	88.21
PN8RO.vae.1661	88.2
PN5RE.vae.103082	88.19
PN3LD.vae.11983	88.18
PN1RB.vae.27901	88.17
PN5RG.bin.225	88.17
PN16RC.vae.6676	88.16
PN1RC.bin.224	88.15
PN3RF.vae.21076	88.13
PN11RG.vae.40958	88.12
PN12RD.vae.20200	88.12
PN5RG.vae.12730	88.12
PN1RL.vae.16383	88.12
PN6RQ.bin.180	88.08
PN13RH.vae.85407	88.06
PN5LC.vae.9455	88.06
PN1RL.vae.3552	88.05
PN5IB.vae.5283	88.03
PN10RB.vae.19525	88.02
PN6RB.vae.1691	88.01
PN9RO.vae.4921	87.99
PN4RE.vae.50510	87.98
PN1RC.vae.1239	87.96
PN8RF.vae.13688	87.95
PN1LG.vae.20645	87.95
PN3RA.vae.610	87.94
PN5RH.vae.16198	87.92
PN1JE.bin.16	87.9
PN5CG.vae.199360	87.89
PN5RC.vae.5206	87.88
PN1RE.vae.9908	87.88
PN11RD.vae.35449	87.88
PN2CJ.bin.131	87.86
PN1RC.bin.153	87.84
PN8RM.vae.5252	87.83
PN10RE.vae.27722	87.83
PN3LD.vae.17632	87.79
PN16RR.bin.160	87.79
PN6RC.vae.3581	87.75
PN6RF.bin.20	87.75
PN14RK.vae.28654	87.74
PN12RG.bin.56	87.74
PN5LF.bin.295	87.73
PN3GB.bin.65	87.71
PN3RF.bin.189	87.71
PN4RB.vae.84121	87.69
PN11RN.bin.16	87.68
PN1GG.bin.17	87.64
PN15RK.vae.86164	87.61
PN1RF.vae.23371	87.6
PN1RA.vae.34901	87.6
PN8RM.vae.32610	87.59
PN1LD.bin.119	87.59
PN10RD.vae.48954	87.55
PN8RS.vae.10070	87.54
PN13RA.vae.27190	87.51
PN11RK.vae.3461	87.5
PN8RC.vae.62983	87.49
PN6RI.bin.110	87.47
PN3LD.bin.75	87.46
PN6RB.vae.6062	87.44
PN2LA.bin.124	87.44
PN5LE.bin.190	87.43
PN14RK.vae.4906	87.4
PN5LF.bin.37	87.39
PN8RL.bin.21	87.39
PN10RF.bin.114	87.38
PN14RD.vae.68413	87.38
PN7RL.bin.40	87.38
PN8RL.vae.16622	87.36
PN5RA.vae.10041	87.33
PN11RD.bin.142	87.31
PN5RH.bin.31	87.28
PN13RT.vae.412	87.26
PN1RJ.bin.83	87.25
PN5CG.vae.28743	87.24
PN10RO.bin.29	87.21
PN2CH.bin.54	87.21
PN15RB.vae.9378	87.2
PN16RK.bin.100	87.19
PN3CF.vae.85493	87.17
PN10RN.vae.40463	87.13
PN3CF.vae.17940	87.13
PN12RC.vae.4146	87.13
PN1RH.vae.18292	87.12
PN16RL.vae.18776	87.12
PN5RD.bin.57	87.11
PN5JH.bin.28	87.11
PN13RR.vae.20731	87.11
PN13RR.vae.21849	87.1
PN12RE.bin.122	87.07
PN3CB.bin.108	87.06
PN10RP.vae.25083	87.05
PN6RJ.vae.39877	87.03
PN10RJ.bin.166	86.97
PN1RC.vae.13658	86.97
PN15RL.vae.36467	86.96
PN8RH.vae.18486	86.96
PN3GH.bin.21	86.92
PN3CB.bin.18	86.9
PN6RM.bin.6	86.84
PN3GB.bin.49	86.82
PN3DD.bin.69	86.81
PN16RR.bin.55	86.81
PN11RM.vae.27387	86.8
PN3CA.bin.161	86.79
PN3LA.vae.5200	86.78
PN10RP.vae.27143	86.74
PN6RP.vae.77926	86.72
PN3RF.vae.56011	86.7
PN5RE.vae.9530	86.69
PN8RL.bin.132	86.68
PN7RN.vae.5847	86.67
PN10RJ.bin.118	86.65
PN1GJ.bin.56	86.64
PN3CG.vae.8431	86.61
PN13RC.vae.14812	86.6
PN1CL.vae.3833	86.58
PN3CB.vae.16545	86.58
PN1RK.vae.7227	86.57
PN11RN.vae.8899	86.56
PN4RD.vae.10709	86.56
PN10RJ.bin.8	86.55
PN8RH.vae.10598	86.54
PN13RR.vae.2159	86.54
PN6RC.vae.17722	86.49
PN11RO.bin.20	86.47
PN16RA.bin.91	86.44
PN5CC.vae.38378	86.43
PN7RL.vae.747	86.43
PN1RJ.vae.21767	86.4
PN9RI.vae.69848	86.37
PN5RC.bin.153	86.35
PN10RN.vae.22944	86.32
PN5RA.bin.203	86.3
PN10RP.bin.145	86.3
PN6RN.vae.3728	86.28
PN8RK.vae.40964	86.28
PN8RK.bin.17	86.27
PN16RT.bin.87	86.25
PN4RB.vae.859	86.24
PN13RO.vae.1349	86.22
PN5RG.vae.18667	86.2
PN1CF.vae.7430	86.18
PN1LL.vae.6549	86.18
PN14RB.vae.26740	86.15
PN2RF.vae.33192	86.15
PN14RI.bin.213	86.14
PN10RS.bin.164	86.13
PN16RT.bin.50	86.13
PN11RE.bin.27	86.13
PN3GB.bin.8	86.12
PN3CB.vae.3351	86.11
PN12RC.bin.100	86.08
PN14RJ.vae.28141	86.05
PN5RE.bin.153	86.04
PN5RE.vae.29715	86.04
PN16RD.vae.6276	86.03
PN1RI.vae.57461	86.01
PN14RM.bin.124	86
PN3JG.bin.24	85.95
PN6RJ.vae.41625	85.95
PN2CH.vae.27671	85.93
PN1RI.vae.31873	85.92
PN16RJ.bin.77	85.91
PN2RB.vae.20406	85.9
PN3CH.vae.13320	85.9
PN3DD.vae.16929	85.89
PN4RD.vae.68850	85.88
PN5CB.vae.21197	85.87
PN13RI.vae.4653	85.86
PN3RA.vae.55291	85.84
PN1RA.vae.33950	85.84
PN2CH.bin.95	85.83
PN7RQ.vae.3348	85.81
PN8RF.vae.2424	85.8
PN3RA.vae.3604	85.79
PN10RO.vae.13950	85.79
PN12RC.vae.6321	85.76
PN8RC.vae.103398	85.75
PN11RL.bin.107	85.75
PN8RC.bin.13	85.71
PN7RG.bin.162	85.7
PN7RR.bin.153	85.69
PN3CB.vae.52354	85.69
PN14RB.vae.21314	85.68
PN1RD.vae.222657	85.67
PN10RA.vae.1832	85.64
PN12RB.bin.5	85.64
PN9RG.vae.6345	85.63
PN1CA.bin.150	85.63
PN3JG.bin.5	85.63
PN10RS.vae.30369	85.61
PN8RC.bin.120	85.59
PN11RH.bin.10	85.57
PN4RE.vae.3744	85.52
PN11RH.vae.51299	85.5
PN13RP.bin.51	85.5
PN3GB.vae.7714	85.48
PN10RB.vae.75587	85.47
PN3RG.vae.24641	85.42
PN5CC.vae.8795	85.41
PN11RN.bin.36	85.41
PN5RG.bin.109	85.4
PN6RC.vae.11816	85.39
PN6RH.vae.7808	85.39
PN3DD.bin.19	85.37
PN15RM.vae.10032	85.35
PN3GD.vae.11167	85.35
PN11RE.bin.91	85.34
PN10RP.vae.19671	85.32
PN10RS.vae.31748	85.29
PN11RM.bin.222	85.28
PN10RL.bin.49	85.28
PN6RM.vae.13644	85.27
PN5LA.bin.172	85.27
PN10RN.bin.182	85.27
PN7RF.vae.17723	85.25
PN2GD.bin.23	85.23
PN14RP.vae.44700	85.22
PN13RQ.bin.227	85.22
PN11RN.bin.172	85.22
PN3RG.vae.1958	85.22
PN14RC.vae.13544	85.21
PN13RS.bin.123	85.2
PN3RC.vae.2459	85.2
PN2JB.bin.10	85.19
PN2GF.vae.3028	85.18
PN6RD.bin.26	85.18
PN5LG.vae.9777	85.17
PN6RI.vae.16674	85.12
PN1IB.bin.20	85.1
PN13RB.vae.8101	85.09
PN5RE.vae.22254	85.09
PN11RL.bin.98	85.08
PN11RK.vae.21049	85.04
PN4RE.bin.8	85.04
PN6RK.bin.147	85.01
PN1RL.vae.827	85
PN7RQ.bin.117	85
PN13RQ.vae.314	85
PN6RC.bin.157	84.99
PN6RL.vae.2889	84.98
PN16RU.vae.36455	84.95
PN5LF.vae.19924	84.94
PN2RA.vae.31577	84.94
PN5RE.vae.19515	84.92
PN16RB.bin.97	84.91
PN9RJ.vae.12821	84.89
PN1RL.vae.7838	84.88
PN3LA.vae.16192	84.87
PN5RC.vae.89543	84.86
PN5CA.bin.135	84.85
PN5RF.bin.292	84.85
PN16RV.bin.35	84.83
PN15RB.vae.155435	84.82
PN3CC.bin.111	84.8
