DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	completeness
PN1CH_k141_1246446	82.57
PN1CH_k141_905039_1	100
PN1CI_k141_685354_1	67.22
PN1CK_k141_230932	77.78
PN1CK_k141_948593	51.49
PN1CL_k141_187020	100
PN1DC_k141_212272	100
PN1DK_k141_68657	65.06
PN1DK_k141_79567	51.87
PN1GC_k141_187645	63.46
PN1GC_k141_270923	68.11
PN1GD_k141_208688	100
PN1GF_k141_186279	100
PN1GH_k141_164036	72.1
PN1GI_k141_45972	50.59
PN1GK_k141_7754_1	100
PN1IA_k141_111032	100
PN1IB_k141_103711	77.36
PN1ID_k141_12750	100
PN1ID_k141_188106	82.65
PN1ID_k141_59803	52.22
PN1IL_k141_23164	100
PN1JC_k141_122241	63.59
PN1JC_k141_77827	66.74
PN1JF_k141_54690	52.12
PN1JI_k141_63893	70.86
PN1JJ_k141_203621_1	73.4
PN1JK_k141_35275	56.33
PN1LA_k141_103110	100
PN1LC_k141_1858040	100
PN1LH_k141_942503	77.13
PN1LI_k141_88162	62.35
PN1LI_k141_960611	61.05
PN1RE_k141_66914	100
PN1RH_k141_17600	100
PN1RH_k141_32243	100
PN1RI_k141_675472	100
PN1RJ_k141_19899	95.36
PN2GD_k141_362410	73.18
PN2GD_k141_372182	100
PN2GF_k141_126552	78.46
PN2GF_k141_338038	76.68
PN2GF_k141_356150	100
PN2GG_k141_592735	100
PN2GH_k141_81009	100
PN2GI_k141_300380	73.19
PN2GI_k141_361315	51.62
PN2GJ_k141_219055	100
PN2GJ_k141_58335	84.3
PN2GJ_k141_79393	100
PN2IA_k141_16218_1	72.44
PN2IA_k141_65201_1	100
PN2JC_k141_79250_1	100
PN2JG_k141_27225	100
PN2RA_k141_937249	57.76
PN2RH_k141_683617_1	63.37
PN3CA_k141_969242	89.45
PN3DF_k141_182620	75.55
PN3DF_k141_24399	99.44
PN3DG_k141_416451	100
PN3GE_k141_315373	88.58
PN3JC_k141_11231	100
PN3JD_k141_17208	53.74
PN3JD_k141_280201	58.33
PN3JF_k141_1609	83.82
PN3JG_k141_141639	100
PN3JH_k141_78951	62.27
PN3RA_k141_1027235	57.28
PN3RA_k141_2177685	100
PN3RF_k141_2787986	100
PN3RG_k141_2685400	100
PN5CB_k141_265965_1	100
PN5CD_k141_630479_1	69.45
PN5CH_k141_11675	79.35
PN5DD_k141_9248	88.62
PN5DH_k141_60271	67.5
PN5IA_k141_109847	54.31
PN5IB_k141_10501	93.9
PN5IB_k141_20897	61.15
PN5IB_k141_231969	66.63
PN5IC_k141_3030	86.99
PN5IC_k141_35266	100
PN5IH_k141_155859	53.32
PN5IH_k141_197866	57.3
PN5JG_k141_59641	73.66
PN6RN_k141_494303	50.32
PN7RB_k141_625379_1	100
PN7RD_k141_288373_1	57.91
PN7RF_k141_937712_1	62.44
PN7RJ_k141_207521	66.45
PN7RL_k141_532947	100
PN7RL_k141_965875	63.62
PN7RR_k141_1445726	55.31
PN7RS_k141_1109796	100
PN7RT_k141_719924	58.53
PN8RD_k141_1483874	74.79
PN8RD_k141_978972	59.6
PN8RH_k141_758184	50.79
PN8RJ_k141_800181	74.75
PN8RM_k141_922120	52.6
PN8RN_k141_160007	71.65
PN8RN_k141_700074	96.1
PN8RP_k141_1364666	69.78
PN8RQ_k141_1358735_1_fragment_1	100
PN8RS_k141_655072	61.9
PN9RC_k141_1751176	98.93
PN9RD_k141_592138	59.86
PN9RL_k141_936036	99.03
R35_NODE_1_1	100
R74_NODE_2_1	62.96
R74_NODE_3_1	100
PN4RD_k141_158241	87.93
PN5RC_k141_279889	66.62
PN5IE_k141_87228	69.14
PN1CJ_k141_1343270	100
PN2RA_k141_1892781	63.64
PN13RA_k141_504537_1	95.29
PN5CF_k141_62004_1	100
PN10RC_k141_1919999	66.72
PN7RD_k141_1303105	100
PN2CA_k141_111184	100
PN1RC_k141_521083	64.56
PN13RH_k141_1653745	100
PN1CI_k141_62610	100
PN11RI_k141_1058589	78.68
PN1GF_k141_137299	61.75
PN1JJ_k141_158631	70.18
PN3GE_k141_578927_1	100
PN7RJ_k141_636203	100
PN9RF_k141_1509285	100
PN7RN_k141_501888	100
G129_NODE_2	100
J194_NODE_7_1	100
J9_NODE_1_1	100
PN14RE_k141_278021	60.76
PN1JH_k141_154636	78.54
PN1LI_k141_699297	75.83
PN1RL_k141_285570	66.6
PN2GF_k141_503219	72.62
PN2JA_k141_59044	100
PN5IC_k141_42394_1	100
PN5RF_k141_855827_1	97.93
PN7RP_k141_577190	67.03
PN14RJ_k141_1243262	100
PN15RB_k141_15638_1	58.79
PN15RB_k141_221082	100
PN15RL_k141_449919_1	51.04
PN1GC_k141_155309	57.33
PN1GC_k141_242787	55.59
PN1GC_k141_56394	100
PN1GF_k141_82897	55.25
PN1GJ_k141_363217	80.58
PN1GJ_k141_83949	70.18
PN1GK_k141_83376	66.03
PN1JH_k141_138913	70.2
PN1JH_k141_85541	98.53
PN2GC_k141_357361	100
PN2GJ_k141_43713	56.54
PN2GJ_k141_82200_1	81.14
PN3DG_k141_32826	86.93
PN3GB_k141_20042	65.58
PN3GE_k141_711046	65.89
PN3JC_k141_21847_1	93.8
PN3JD_k141_119053_1	88.85
PN3RE_k141_84184	55.56
PN5GA_k141_434149_1	100
PN5GC_k141_81590	65.11
PN8RF_k141_635351	85.3
PN9RD_k141_2139224	56.74
PN9RF_k141_1426786	90.11
PN9RJ_k141_1648238	73.25
PN9RO_k141_1617648	76.89
PN10RL_k141_737946_1	100
PN1CC_k141_557943_1	100
PN15RB_k141_604070_1	93.75
PN15RI_k141_358125	51.73
PN15RH_k141_446952	67.24
PN9RJ_k141_1303115	61.97
PN2GC_k141_159867	100
PN15RB_k141_1144513	51.17
PN1GJ_k141_176954	100
PN1JJ_k141_205117	90.04
PN2GC_k141_119790	66.52
PN11RD_k141_587992	88.65
PN12RG_k141_813985_1	92.79
PN12RH_k141_1306117	83.09
PN13RA_k141_1910138	52.92
PN13RQ_k141_1137841	100
PN14RH_k141_877763_1	64.99
PN14RM_k141_568654_1	85.85
PN15RC_k141_766063	57.39
PN3JE_k141_201604	71.95
PN4RA_k141_1174986	55.81
PN7RL_k141_328858	86.61
PN14RI_k141_972535	53.09
PN4RG_k141_100214	100
PN13RN_k141_738090	100
PN8RA_k141_1502619	100
PN16RO_k141_2375820	100
PN14RO_k141_1726974	100
PN1LI_k141_1230638	100
PN9RK_k141_421065	100
PN1CE_k141_108807	100
PN15RE_k141_1065935	100
PN15RF_k141_76192	70.19
PN14RM_k141_687515	100
PN14RT_k141_1417191	67.02
PN1LE_k141_533333	100
PN8RL_k141_1781816	100
PN12RJ_k141_874153	54.93
PN16RU_k141_51242	100
PN2CJ_k141_2372960	100
PN8RS_k141_689268	55
PN12RC_k141_291080	87.85
PN4RE_k141_52401	61.4
PN5CE_k141_272127	63.15
PN8RC_k141_463936_1	93.6
PN8RC_k141_830332	52.14
PN14RP_k141_176976	70.98
J1274_NODE_4_1	87.76
PN10RC_k141_929678	70.3
PN11RA_k141_2225567_1	100
PN11RB_k141_1159724	100
PN11RE_k141_2126770	98.75
PN13RN_k141_2002704	100
PN15RA_k141_505879	79.25
PN15RE_k141_1213360_1	60.08
PN15RI_k141_711724	78.6
PN16RC_k141_103979	100
PN16RM_k141_1630600	100
PN1RE_k141_1395432	100
PN1RE_k141_1784520	100
PN1RE_k141_318017_1	63.5
PN1RE_k141_581398	62.16
PN1RG_k141_887276	96.59
PN1RH_k141_2344631	100
PN1RK_k141_1448798	100
PN2IA_k141_35791	100
PN2RG_k141_796297	100
PN3CD_k141_601931	100
PN3CF_k141_65872_1	55.27
PN3DG_k141_133002	62
PN3LC_k141_1449421	100
PN3LE_k141_478730	95.58
PN3RC_k141_544376	96.21
PN3RD_k141_1214868	74.87
PN3RD_k141_1243178	100
PN3RD_k141_1573414_1	91.27
PN3RD_k141_824512	95.26
PN5CC_k141_354610	68.87
PN5RA_k141_181747_1	100
PN5RC_k141_659226	100
PN5RH_k141_972896	75.29
PN6RC_k141_179552	50.35
PN6RD_k141_2314004	100
PN6RL_k141_2366739	100
PN6RQ_k141_100116	95.73
PN6RR_k141_81015	72.81
PN6RT_k141_211521	54.54
PN7RC_k141_2266821	100
PN7RG_k141_1458890	100
PN7RM_k141_1304415	63.88
PN7RP_k141_265195	100
PN7RT_k141_1502946	100
PN8RE_k141_1538138	100
PN8RM_k141_1201585	100
PN4RA_k141_1094753_fragment_1	50.25
PN8RC_k141_473006	100
PN15RP_k141_1634936	100
PN16RV_k141_1552782	100
PN8RL_k141_970364	64.31
PN3RD_k141_333794	100
PN3RA_k141_277871_1	100
PN11RF_k141_498514	74.28
PN3RD_k141_721423	100
PN14RQ_k141_1535063	92.54
PN1RL_k141_1889489	61.66
PN5RB_k141_98288	100
PN13RI_k141_1033902	70.78
PN10RG_k141_89294	100
PN12RE_k141_334001	99.6
PN14RF_k141_280885	100
PN1RL_k141_1107153	96.47
PN3CD_k141_1584656	100
PN11RO_k141_656909	72.73
PN3LA_k141_57719	100
PN10RJ_k141_1610888_1	82.58
PN11RA_k141_1581675	64.19
PN13RE_k141_1365621	73.37
PN4RC_k141_1114478	70.1
PN10RM_k141_754453	100
PN16RJ_k141_1348194	87.45
PN16RO_k141_258139	73.32
PN1CJ_k141_1582874	70.11
PN1RA_k141_4237478	64.11
PN3CG_k141_1258499	52.38
PN8RK_k141_850406	64.29
PN9RK_k141_748894_1	100
PN10RF_k141_140630	50.17
PN11RB_k141_1314947	100
PN1CF_k141_291250	93.88
PN1CH_k141_509993	85.45
PN1RE_k141_1289425	67.47
PN3CA_k141_1833337	79.25
PN5JH_k141_408053	100
PN5LE_k141_439618	100
PN5RB_k141_453590	100
PN6RJ_k141_352790	70.13
PN8RG_k141_906306	76.7
PN15RF_k141_1015926	75.62
PN11RD_k141_2592006	100
PN8RH_k141_642073	63.74
PN15RO_k141_673177	82.94
PN13RN_k141_1230127	68.18
PN10RB_k141_1645478	58.09
PN16RV_k141_914438	92.55
PN1DL_k141_1740	51.43
PN2RA_k141_505054	90.73
PN4RC_k141_2077321	100
PN8RS_k141_1287	51.31
PN8RS_k141_707399	93.86
PN16RN_k141_891094	100
PN13RJ_k141_895546	55.88
PN16RL_k141_1286586	51.72
PN1RB_k141_2050215	100
PN2RJ_k141_1430838	54.92
PN4RE_k141_1619750	52.23
PN5RA_k141_526014	93.99
PN7RN_k141_1202778	68.08
PN7RN_k141_405421	50.11
PN13RT_k141_1003433	100
PN1CL_k141_427707	100
PN8RA_k141_714509	64.95
PN15RK_k141_891615	97.39
PN2CA_k141_48961	100
PN14RD_k141_1899423	100
PN15RA_k141_811442	67.89
PN15RD_k141_226096	97.75
PN16RF_k141_2201635	100
PN1CE_k141_688882	62.43
PN1LI_k141_127257	100
PN1RL_k141_1083441	70.63
PN2RA_k141_2152962	100
PN5CC_k141_545665	100
PN7RU_k141_951721	100
PN8RJ_k141_1061284	100
PN15RI_k141_1000967	63.38
PN3GB_k141_396832_1	100
H151_NODE_1_1	100
PN10RA_k141_371902_1	100
PN10RB_k141_1511610	59.38
PN10RB_k141_1614585	100
PN10RC_k141_1920100	100
PN10RC_k141_242958	70.84
PN10RC_k141_458987	100
PN10RD_k141_1780473	100
PN10RD_k141_2022606	100
PN10RD_k141_78054_1	57.77
PN10RE_k141_719296_1	96.83
PN10RF_k141_1297316	69.15
PN10RF_k141_1381818	84.26
PN10RH_k141_2073724	100
PN10RH_k141_2138499	61.94
PN10RH_k141_2330322	100
PN10RH_k141_246674	65.4
PN10RH_k141_364271	62.34
PN10RI_k141_1871150	79.9
PN10RM_k141_1413920	76.23
PN10RM_k141_25904_1	93.6
PN10RN_k141_661604	70.2
PN10RS_k141_1022193	51.62
PN10RS_k141_1260108	76.06
PN11RB_k141_74149	99.23
PN11RE_k141_2672132	51.93
PN11RE_k141_982967	55.52
PN11RF_k141_1434991	100
PN11RH_k141_1767753	82.35
PN11RI_k141_253570	86.88
PN11RK_k141_590972	56.36
PN11RL_k141_719863	75.14
PN11RO_k141_1142268	52.53
PN11RO_k141_1524648	69.35
PN11RO_k141_1819994	100
PN12RB_k141_1004929	100
PN12RB_k141_547717	50.43
PN12RD_k141_1398021	53.24
PN12RE_k141_319266	65
PN12RF_k141_1118573	77.83
PN12RF_k141_493622	68.16
PN12RH_k141_398365	87.66
PN12RH_k141_870625	71.92
PN12RI_k141_1308052	91.63
PN12RJ_k141_1738670	77.75
PN13RA_k141_2254640	100
PN13RB_k141_1461216	100
PN13RB_k141_1943582	98.96
PN13RC_k141_1114488	100
PN13RC_k141_1888627	100
PN13RD_k141_1422268	99.19
PN13RD_k141_1606373	72.48
PN13RE_k141_1393717_1	67.03
PN13RG_k141_1488105_1	82.37
PN13RH_k141_2229939	94.6
PN13RI_k141_1217193	57.56
PN13RI_k141_1296504	78.7
PN13RI_k141_1793722	100
PN13RI_k141_706515	87.07
PN13RJ_k141_2254409	100
PN13RJ_k141_332705	75.23
PN13RK_k141_166999	100
PN13RL_k141_1095303	78.03
PN13RL_k141_1097038	58.57
PN13RL_k141_1954745	53.52
PN13RL_k141_551142	62.87
PN13RP_k141_1081838	63.08
PN13RP_k141_1869948	51.2
PN13RS_k141_1276229_1	75.17
PN13RS_k141_2099105	100
PN13RT_k141_1140573	56.6
PN13RT_k141_849906	54.75
PN14RC_k141_780327	67.13
PN14RD_k141_1921699	86.06
PN14RD_k141_907652	71.05
PN14RD_k141_97668_1	67.81
PN14RE_k141_1109357	89.02
PN14RE_k141_1138548	87.16
PN14RE_k141_1257169	100
PN14RG_k141_1949736	52.88
PN14RG_k141_240012	58.33
PN14RH_k141_1855514	94.94
PN14RH_k141_982535	51.87
PN14RK_k141_823990	79.03
PN14RK_k141_870571	100
PN14RL_k141_550113_1	57.95
PN14RM_k141_1259091	100
PN14RM_k141_483940	100
PN14RM_k141_656373	64.45
PN14RN_k141_109512	63.22
PN14RO_k141_1727115	100
PN14RO_k141_544306	88.43
PN14RQ_k141_1324303	100
PN14RQ_k141_972102	50.57
PN15RA_k141_140078	60.27
PN15RA_k141_625972	64.65
PN15RB_k141_1032585	56.73
PN15RB_k141_1284014	55.67
PN15RE_k141_1290690	100
PN15RF_k141_217144	81.12
PN15RG_k141_1192587	90.75
PN15RG_k141_122317	52.07
PN15RG_k141_226157	61.35
PN15RG_k141_615630	55.5
PN15RH_k141_478194	87.39
PN15RH_k141_53208	73.54
PN15RJ_k141_312498	98.08
PN15RJ_k141_618149	94.39
PN15RK_k141_1225567	59.67
PN15RK_k141_614418	65.4
PN16RA_k141_1968974	66.85
PN16RA_k141_803372	61.73
PN16RC_k141_1101185	100
PN16RC_k141_921101	54.13
PN16RE_k141_1422896	82.25
PN16RE_k141_1473060	100
PN16RE_k141_422853	71.72
PN16RE_k141_968124	100
PN16RF_k141_1076598	95.25
PN16RF_k141_2201807	100
PN16RF_k141_504102_1	50.09
PN16RG_k141_1443009	100
PN16RG_k141_196617	98.34
PN16RG_k141_419279	100
PN16RG_k141_548461	100
PN16RH_k141_1040154	54.75
PN16RH_k141_1237324	92.58
PN16RH_k141_496979	86.4
PN16RH_k141_665412	100
PN16RI_k141_113088	80.14
PN16RI_k141_821512	62.98
PN16RJ_k141_1800175	100
PN16RK_k141_1090714	51.35
PN16RL_k141_1014389	100
PN16RL_k141_1282464	69.73
PN16RL_k141_1778906	100
PN16RL_k141_246454	100
PN16RN_k141_423602	87.01
PN16RN_k141_619281	61.97
PN16RQ_k141_1436220_1	100
PN16RR_k141_859769	81.7
PN16RV_k141_1037472_1	97.1
PN16RV_k141_1770804	95.43
PN16RV_k141_1798187	100
PN16RV_k141_1830640	100
PN1CB_k141_1819891	63.4
PN1CC_k141_357446	96.34
PN1CE_k141_436355	94.94
PN1CG_k141_412633	79
PN1CG_k141_495308	65
PN1CG_k141_972747	100
PN1CG_k141_972755	100
PN1CI_k141_1043929	82.44
PN1CL_k141_467115	78.38
PN1LC_k141_491130	81.63
PN1LD_k141_344946	57.16
PN1LG_k141_140180	95.72
PN1LG_k141_216927	65.55
PN1LG_k141_549311	99.75
PN1LH_k141_688915	100
PN1LL_k141_412318	54.52
PN1RA_k141_4372603	100
PN1RB_k141_1160459	51.1
PN1RB_k141_3559807	86.36
PN1RB_k141_3824315	69.4
PN1RC_k141_1930999	82.2
PN1RC_k141_2932285	58.15
PN1RE_k141_1483311	54.82
PN1RF_k141_1975648	100
PN1RF_k141_446664	100
PN1RF_k141_69471	66.03
PN1RI_k141_1354725	77.68
PN1RJ_k141_1097487	56.11
PN1RK_k141_1513114	54.68
PN1RK_k141_2033176	87.64
PN1RK_k141_2631386	54.94
PN1RK_k141_3048220	54.28
PN1RK_k141_3212591	66.8
PN1RK_k141_591576	100
PN1RL_k141_1314236	94.44
PN1RL_k141_1568583_1	58.18
PN1RL_k141_1917388	100
PN1RL_k141_2264337	100
PN1RL_k141_288170	55.14
PN1RL_k141_451231	79.5
PN1RL_k141_79093	56.82
PN2CC_k141_2019369	100
PN2CG_k141_1828910	51.21
PN2CH_k141_2406655	100
PN2CH_k141_345258	100
PN2JH_k141_103235	100
PN2LB_k141_1305197	67.54
PN2LC_k141_1299002	67.35
PN2LD_k141_460154	100
PN2LF_k141_1921980	51.62
PN2LG_k141_1483999	100
PN2LG_k141_1808617	100
PN2RA_k141_148428	99.84
PN2RA_k141_2853048	100
PN2RB_k141_2357150	51.55
PN2RC_k141_1453745	67.26
PN2RE_k141_173446_1	89.24
PN2RF_k141_198310	100
PN2RF_k141_2911648	76.97
PN2RF_k141_908280	82.38
PN2RG_k141_2237623	100
PN3CA_k141_1299192_1	78.16
PN3CA_k141_753904_1	83.34
PN3CA_k141_851006	61.57
PN3CB_k141_2324649	100
PN3CD_k141_1316456	64.64
PN3CD_k141_143099	73.12
PN3CF_k141_191209	83.39
PN3CG_k141_415658	100
PN3CH_k141_275460	75.72
PN3DG_k141_137384	63.9
PN3DG_k141_398541	54.88
PN3LA_k141_1038893	56.83
PN3LA_k141_1530870	100
PN3LB_k141_1513420	100
PN3LB_k141_314109	100
PN3LB_k141_571271	100
PN3LD_k141_1186085	63.58
PN3LD_k141_1638042	100
PN3LE_k141_1096130	57.46
PN3LE_k141_1104111	95.03
PN3LE_k141_1531720	66.93
PN3LE_k141_535839	100
PN3LG_k141_756570	87.83
PN3RA_k141_2272637	62.46
PN3RC_k141_179426	100
PN3RC_k141_525832	56.28
PN3RD_k141_1275343	95.12
PN3RD_k141_189477	96.59
PN3RD_k141_2011532	95.52
PN3RD_k141_2234067	64.03
PN3RD_k141_774523	97.11
PN3RD_k141_964604	68.23
PN3RE_k141_1199126	100
PN3RE_k141_1261933	59.68
PN3RE_k141_1361895	100
PN3RE_k141_2053368	77.65
PN3RE_k141_2069153	100
PN3RE_k141_2544305	100
PN3RF_k141_3628658	100
PN3RF_k141_404193	100
PN3RG_k141_1673549	100
PN3RG_k141_1988652_1	88.54
PN3RG_k141_2268838_fragment_1	57.64
PN3RH_k141_2341322	95.47
PN3RH_k141_3548770	100
PN3RH_k141_816127	50.15
PN4RC_k141_1518809	80.75
PN4RD_k141_1576507	100
PN4RD_k141_1898318	100
PN4RE_k141_1197710	100
PN4RE_k141_589466_1	61.07
PN4RE_k141_608468	87.59
PN4RE_k141_640385	90.18
PN4RF_k141_149508_1	61.53
PN4RF_k141_845852	56.94
PN4RG_k141_808449	88.12
PN4RH_k141_1503808	96.8
PN4RH_k141_904729	60.75
PN5CC_k141_97739_1	50.51
PN5CD_k141_533656_1	100
PN5CF_k141_225700_1	82.4
PN5CG_k141_370212	54.76
PN5CG_k141_47268_2	84.66
PN5RA_k141_496538	100
PN5RA_k141_808560_1	100
PN5RB_k141_223262_1	100
PN5RB_k141_835650_1	100
PN5RC_k141_169846	67.64
PN5RD_k141_136384	99.08
PN5RE_k141_214632	63.57
PN5RE_k141_249180	77.32
PN5RE_k141_694772	51.93
PN5RF_k141_224829	100
PN5RH_k141_837854	50.81
PN6RC_k141_132531	51.74
PN6RC_k141_1467131	68.91
PN6RC_k141_1990098	100
PN6RC_k141_1997748	54.77
PN6RC_k141_539878	94.23
PN6RC_k141_846690_1	96.71
PN6RD_k141_1596593_1	77.7
PN6RD_k141_229563_1	71.49
PN6RF_k141_115752	100
PN6RF_k141_1530958	65.25
PN6RF_k141_484262	53.32
PN6RG_k141_581429	55.73
PN6RG_k141_830152	75.54
PN6RI_k141_1155714	99.99
PN6RJ_k141_1064651_1	64.49
PN6RJ_k141_1628946_1	75.16
PN6RJ_k141_962073_fragment_2	77.17
PN6RL_k141_2366789	100
PN6RL_k141_433959	80.67
PN6RL_k141_773360	100
PN6RM_k141_1541289	100
PN6RM_k141_1596284	56.67
PN6RN_k141_258700	100
PN6RO_k141_1335168	61.27
PN6RO_k141_652024_1	94.48
PN6RQ_k141_541526_1	74.85
PN6RQ_k141_7666	56.75
PN6RR_k141_1426805	53.9
PN6RS_k141_1580508	68.11
PN7RA_k141_1254614	77.59
PN7RA_k141_531561_1	100
PN7RC_k141_31097	100
PN7RC_k141_563520	100
PN7RE_k141_1403719	83.48
PN7RE_k141_699738	52.36
PN7RF_k141_944862	53.98
PN7RG_k141_1843367	100
PN7RH_k141_1257172	100
PN7RH_k141_128691	55.4
PN7RJ_k141_1103301	100
PN7RJ_k141_1771665	100
PN7RK_k141_1277620	80.88
PN7RK_k141_1587606	58.42
PN7RK_k141_1661994	67.13
PN7RK_k141_2422350	100
PN7RL_k141_813913_1	63.3
PN7RM_k141_216873	100
PN7RT_k141_1555788	100
PN7RV_k141_580068	94.01
PN8RA_k141_151128	62.37
PN8RA_k141_196439	79.1
PN8RB_k141_1053234	70.93
PN8RC_k141_192133_1	74.04
PN8RD_k141_1056988	59.67
PN8RD_k141_136367	57.25
PN8RE_k141_1499983	72.5
PN8RE_k141_314653	100
PN8RF_k141_549863	83.77
PN8RJ_k141_102805	58.28
PN8RJ_k141_413354_1	92.1
PN8RL_k141_1403189	51.34
PN8RL_k141_995864	60.76
PN8RM_k141_1294840_1	94.56
PN8RM_k141_1322336	74.81
PN8RM_k141_84661	84.24
PN8RO_k141_1842673	100
PN8RP_k141_239874	100
PN8RR_k141_447065_1	100
PN8RR_k141_886374	86.16
PN8RS_k141_220387	50.35
PN8RS_k141_588881	66.55
PN9RI_k141_255095	56.42
PN9RJ_k141_518441	71.29
PN2LI_k141_1875978	78.44
PN8RF_k141_383832_1	72.79
PN8RB_k141_780326	58.13
PN9RO_k141_87471	93.51
PN8RP_k141_524557	91.91
PN2LG_k141_1027086	79.36
PN7RQ_k141_745432	100
PN14RM_k141_1258888	100
PN15RN_k141_1691348	100
PN14RO_k141_367135	100
PN6RC_k141_86688	89.85
PN13RA_k141_1712260	100
PN7RS_k141_202352	100
PN15RF_k141_1005524	54.24
PN13RG_k141_211229	84.07
PN6RM_k141_1225508	100
PN15RN_k141_266939	100
PN13RE_k141_1317880	100
PN15RE_k141_674171	60.36
PN5RG_k141_14605_1	100
PN14RE_k141_87802	100
PN14RK_k141_1021236	89.45
PN16RE_k141_1662180	100
PN7RO_k141_1256128	89.09
PN3RD_k141_1128506	76.12
PN8RL_k141_1311382	100
PN2RG_k141_1842750	69.19
PN5RF_k141_310800	100
PN5RD_k141_841906	94.08
PN10RL_k141_1492851_1	100
PN16RA_k141_879835	100
PN8RB_k141_452351_1	62
PN1RH_k141_3088508	100
PN5RD_k141_294695	60.3
PN7RU_k141_279623	100
PN7RR_k141_1106203	100
PN7RC_k141_2149017_1	87.22
PN12RC_k141_223950	88.41
PN14RA_k141_1493804_1	100
PN13RU_k141_1283054	86.83
PN2RB_k141_245164	100
PN5RH_k141_297677	100
PN14RP_k141_186708	67.98
PN7RL_k141_1341879_1	66.32
PN4RC_k141_1256580	89.78
PN8RE_k141_128686	100
PN8RL_k141_634734	53.9
PN9RO_k141_1398998	53.84
PN13RC_k141_1014693	85.46
PN13RG_k141_2026351	100
PN1CL_k141_1444798_1	99.95
PN5RC_k141_86945_1	76.11
PN13RI_k141_61203	81.17
PN13RJ_k141_862973_1	73.59
PN14RQ_k141_1101181	83.89
PN15RO_k141_1082005	97.47
PN15RP_k141_1139947	91.02
PN16RQ_k141_1745996	51.69
PN2RA_k141_1878821	100
PN3LE_k141_469726	96.71
PN5CD_k141_510167	77.47
PN6RC_k141_2685586	100
PN11RN_k141_2323775_1	99.25
PN2RA_k141_1464517	98.4
PN15RN_k141_620635	50.47
PN1CL_k141_381422	100
PN3LB_k141_1202224_1	100
PN1LC_k141_689394	56.99
PN8RF_k141_574269_1	100
PN8RS_k141_1283717	86.64
PN13RS_k141_472431	93.66
PN8RF_k141_1268763	86.06
PN10RM_k141_1003596	55.46
PN13RR_k141_1346457_1	66.84
PN14RS_k141_18213	100
PN1CG_k141_807418	72.7
PN4RE_k141_1021013	100
PN6RB_k141_534158	64.8
PN6RB_k141_2026071_1	84.28
PN5CF_k141_175781_1	100
PN1RI_k141_716355	64.92
PN3RG_k141_2537840	89.1
PN10RG_k141_592938	80.15
PN10RI_k141_1372871	74.13
PN10RM_k141_1031587	78.21
PN10RT_k141_833600_1	71.92
PN11RO_k141_742119	100
PN12RB_k141_357862	53.29
PN13RA_k141_793397_1	100
PN13RF_k141_2338789	75.44
PN13RP_k141_238347	74.1
PN14RC_k141_377101_fragment_1	55.45
PN14RJ_k141_560965	98.39
PN14RM_k141_1170200_1	96.17
PN1CI_k141_1123395	100
PN1RB_k141_1815608	90.03
PN1RD_k141_2107356	68.2
PN1RE_k141_1756601	77.21
PN2CC_k141_88200	50.16
PN2LD_k141_1777490	100
PN2RF_k141_868067	68.99
PN3CB_k141_392759_1	83.47
PN3GA_k141_9629	100
PN3RA_k141_1333871	53.66
PN6RH_k141_1576806_1	100
PN6RM_k141_1452788	95.6
PN6RQ_k141_471663	97.72
PN7RH_k141_1711989	77.77
PN7RQ_k141_582482	80.65
PN8RF_k141_648998_1	100
PN8RS_k141_525582	75.93
PN2RA_k141_249879_1	89.42
PN13RI_k141_1462019	100
PN11RD_k141_2166257	53.21
PN7RT_k141_1142101	100
PN4RE_k141_789772	100
PN5RA_k141_875562_1	100
PN6RC_k141_3150198	86.4
PN10RC_k141_1230677	59.58
PN10RQ_k141_505987	54.8
PN10RQ_k141_870659	96.85
PN11RE_k141_1971602	61.54
PN11RH_k141_2503339	100
PN12RG_k141_726467	64.36
PN13RI_k141_1431800_1	100
PN13RN_k141_95187	58.14
PN13RP_k141_1533945	88.55
PN13RQ_k141_1192323_1	91.93
PN13RQ_k141_925169_1	99.17
PN13RR_k141_180664	64.74
PN14RB_k141_959150	90.24
PN14RS_k141_1093157	68.58
PN15RA_k141_264596	89.47
PN15RD_k141_178387	85.02
PN15RF_k141_437407	52.43
PN16RA_k141_1690168_1	92.82
PN16RE_k141_629306	100
PN16RE_k141_757998_1	76.59
PN16RF_k141_854133_1	57.06
PN16RH_k141_387834	100
PN16RL_k141_331766	60.45
PN16RM_k141_1528255	65.99
PN16RQ_k141_29915	81.63
PN16RR_k141_1158400	61.07
PN16RR_k141_155704_1	56.96
PN16RT_k141_290957	100
PN1CD_k141_705215	100
PN1CJ_k141_1684000	100
PN1CL_k141_1316422	94.03
PN1RB_k141_2121736	100
PN1RB_k141_976234	100
PN1RG_k141_889069	54.63
PN1RI_k141_1449795	100
PN1RK_k141_2491950	84.14
PN2CB_k141_2346242	100
PN2CG_k141_321027	91.05
