DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	AMG
PN8RD_k141_802003_fragment_1	1
PN8RE_k141_156482	1
PN8RG_k141_207448	1
PN8RH_k141_1029259	1
PN8RN_k141_1461249	1
PN8RS_k141_1359161	1
PN16RE_k141_1662202	1
PN7RO_k141_1500505	1
PN8RL_k141_202197	1
J770_NODE_1_1	1
K178_NODE_1_1	1
PN10RC_k141_175632	1
PN10RC_k141_300162	1
PN10RD_k141_2022596	1
PN10RF_k141_1050263	1
PN10RF_k141_1161385	1
PN10RF_k141_1362494	1
PN10RF_k141_399418	1
PN10RH_k141_815469_1	1
PN10RJ_k141_477984	1
PN10RK_k141_1075967	1
PN10RK_k141_868946	1
PN10RL_k141_861038	1
PN10RQ_k141_1078082	1
PN10RS_k141_1267273	1
PN11RC_k141_1648776	1
PN11RE_k141_1240613	1
PN11RE_k141_1415530	1
PN11RE_k141_2032092_1	1
PN11RE_k141_2198718	1
PN11RE_k141_503652	1
PN11RG_k141_2133549	1
PN11RI_k141_424156	1
PN11RI_k141_450335	1
PN11RN_k141_2266271	1
PN11RN_k141_2476326	1
PN11RO_k141_1816892	1
PN11RO_k141_1889112	1
PN11RO_k141_542143	1
PN12RA_k141_534505	1
PN12RD_k141_1624205	1
PN12RE_k141_435166	1
PN12RE_k141_521098	1
PN12RE_k141_616107	1
PN12RG_k141_1010251	1
PN12RG_k141_260965	1
PN12RH_k141_1206799	1
PN12RH_k141_1373977	1
PN12RH_k141_151023	1
PN12RH_k141_595807	1
PN12RH_k141_941003	1
PN12RJ_k141_38334	1
PN13RA_k141_1284699	1
PN13RA_k141_252742_1	1
PN13RA_k141_362746	1
PN13RB_k141_1680523	1
PN13RB_k141_2274743	1
PN13RB_k141_465499_2	1
PN13RC_k141_1000080	1
PN13RE_k141_1196850	1
PN13RE_k141_1441106	1
PN13RE_k141_399305	1
PN13RG_k141_871376	1
PN13RI_k141_1068576	1
PN13RI_k141_856361	1
PN13RJ_k141_1907408	1
PN13RJ_k141_289594	1
PN13RK_k141_1761120	1
PN13RL_k141_1241980	1
PN13RL_k141_886173	1
PN13RN_k141_726757	1
PN13RO_k141_121690	1
PN13RO_k141_1654455	1
PN13RP_k141_1109506	1
PN13RP_k141_1116391	1
PN13RP_k141_502175	1
PN13RQ_k141_568924	1
PN13RQ_k141_804024	1
PN13RR_k141_1170714_1	1
PN13RR_k141_310589_1	1
PN13RU_k141_1368068	1
PN14RB_k141_1567631	1
PN14RC_k141_664717	1
PN14RD_k141_283383	1
PN14RD_k141_840703_1	1
PN14RF_k141_126419	1
PN14RF_k141_770785	1
PN14RF_k141_983418	1
PN14RH_k141_1865804	1
PN14RH_k141_2075467	1
PN14RI_k141_1429976	1
PN14RI_k141_2281360	1
PN14RJ_k141_1364344	1
PN14RJ_k141_1453792	1
PN14RJ_k141_65767	1
PN14RK_k141_1047793	1
PN14RK_k141_155605	1
PN14RK_k141_1756201	1
PN14RP_k141_210876	1
PN14RP_k141_305389	1
PN14RP_k141_609821	1
PN15RA_k141_130165	1
PN15RA_k141_628038	1
PN15RB_k141_51771	1
PN15RB_k141_812346	1
PN15RE_k141_1290647	1
PN15RH_k141_434759	1
PN15RN_k141_1086862	1
PN15RO_k141_583738	1
PN15RP_k141_1144496	1
PN15RP_k141_1634931	1
PN15RP_k141_386783	1
PN16RA_k141_2261642	1
PN16RA_k141_2621070	1
PN16RA_k141_632015	1
PN16RE_k141_141399	1
PN16RE_k141_1662172	1
PN16RE_k141_1662176	1
PN16RE_k141_1662198	1
PN16RE_k141_192295	1
PN16RE_k141_244972	1
PN16RE_k141_587272	1
PN16RE_k141_827422	1
PN16RE_k141_925521	1
PN16RF_k141_351229	1
PN16RF_k141_777168	1
PN16RG_k141_1751485	1
PN16RI_k141_1645869	1
PN16RI_k141_199106	1
PN16RJ_k141_1127906	1
PN16RJ_k141_1168735	1
PN16RJ_k141_1604997	1
PN16RM_k141_1372058	1
PN16RM_k141_1489615	1
PN16RM_k141_386479	1
PN16RN_k141_609856	1
PN16RP_k141_272901	1
PN16RP_k141_369104	1
PN16RR_k141_110101	1
PN16RV_k141_1189673	1
PN16RV_k141_1391237	1
PN16RV_k141_158772	1
PN16RV_k141_928167	1
PN1CA_k141_1494581	1
PN1CB_k141_1678291	1
PN1CC_k141_696250	1
PN1CF_k141_802773	1
PN1CG_k141_348854	1
PN1CG_k141_389426	1
PN1CG_k141_4268	1
PN1CH_k141_555377	1
PN1CH_k141_890499	1
PN1CJ_k141_491054	1
PN1CJ_k141_995128	1
PN1CK_k141_707662	1
PN1CL_k141_190176	1
PN1CL_k141_461936	1
PN1GE_k141_22510	1
PN1GE_k141_74437	1
PN1GG_k141_16602	1
PN1GG_k141_337512	1
PN1GJ_k141_371594	1
PN1IA_k141_82743	1
PN1IE_k141_74	1
PN1JE_k141_271407	1
PN1JE_k141_336462	1
PN1JH_k141_38186	1
PN1LG_k141_143183	1
PN1LJ_k141_308905	1
PN1LK_k141_136466	1
PN1RA_k141_1400650	1
PN1RA_k141_1930406	1
PN1RA_k141_3179844	1
PN1RA_k141_4399304	1
PN1RA_k141_893861_1	1
PN1RB_k141_1051011	1
PN1RB_k141_1121190	1
PN1RB_k141_2286855	1
PN1RB_k141_3042459_1	1
PN1RB_k141_3549224	1
PN1RB_k141_500191	1
PN1RC_k141_404936	1
PN1RC_k141_807013_1	1
PN1RE_k141_918335_1	1
PN1RF_k141_1217868	1
PN1RF_k141_1975642	1
PN1RF_k141_963542	1
PN1RG_k141_584542	1
PN1RH_k141_1653771	1
PN1RH_k141_2242162	1
PN1RH_k141_2369371	1
PN1RI_k141_1359612	1
PN1RI_k141_1672335	1
PN1RK_k141_3008867	1
PN1RL_k141_2047398	1
PN1RL_k141_2129746	1
PN1RL_k141_2219190	1
PN1RL_k141_899297	1
PN2CA_k141_1397255	1
PN2CB_k141_459262	1
PN2CE_k141_1233641	1
PN2CE_k141_254707	1
PN2CG_k141_2096844	1
PN2CG_k141_770609	1
PN2CH_k141_1167893_1	1
PN2CH_k141_20308	1
PN2CH_k141_423374	1
PN2CH_k141_654307	1
PN2CI_k141_2103525	1
PN2JD_k141_9830	1
PN2JF_k141_72497	1
PN2LB_k141_2213169	1
PN2LD_k141_447064	1
PN2LF_k141_1502069	1
PN2LG_k141_1085116	1
PN2LI_k141_588495	1
PN2RA_k141_2517580	1
PN2RA_k141_892251_fragment_2	1
PN2RB_k141_1548288_1	1
PN2RB_k141_1928429	1
PN2RD_k141_264420	1
PN2RE_k141_119894	1
PN2RF_k141_190731	1
PN2RG_k141_2237541	1
PN2RG_k141_303023	1
PN2RG_k141_923756	1
PN2RH_k141_1212789	1
PN3CA_k141_447549	1
PN3CB_k141_1559019	1
PN3CB_k141_1699888_1	1
PN3CB_k141_1748217	1
PN3CD_k141_694951	1
PN3CF_k141_1016325_1	1
PN3CF_k141_578838	1
PN3DD_k141_165799	1
PN3DD_k141_185531_1	1
PN3DD_k141_370659_1	1
PN3DG_k141_258901	1
PN3DG_k141_320069	1
PN3DG_k141_364615	1
PN3GA_k141_123009	1
PN3GA_k141_381842	1
PN3GC_k141_167148_fragment_2	1
PN3LA_k141_1384068	1
PN3RA_k141_2285321_1	1
PN3RD_k141_1594769_1	1
PN3RD_k141_922625	1
PN3RE_k141_1982676	1
PN3RE_k141_2001048	1
PN3RE_k141_2423122	1
PN3RG_k141_1681831	1
PN3RG_k141_2073920	1
PN3RG_k141_2161459	1
PN3RG_k141_2522268	1
PN4RB_k141_978004	1
PN4RC_k141_1365775	1
PN4RD_k141_210867	1
PN4RE_k141_813451	1
PN4RG_k141_447946	1
PN4RG_k141_496856	1
PN5CA_k141_314704	1
PN5CA_k141_637839	1
PN5CA_k141_660538	1
PN5CB_k141_221604	1
PN5CB_k141_228407	1
PN5CB_k141_605016	1
PN5CC_k141_462799	1
PN5CD_k141_510892_1	1
PN5CD_k141_573410	1
PN5CF_k141_7776	1
PN5CG_k141_205254_1	1
PN5CG_k141_541553	1
PN5DD_k141_17689	1
PN5GD_k141_66651_1	1
PN5JE_k141_88647	1
PN5LA_k141_222884	1
PN5LB_k141_350018_fragment_1	1
PN5LB_k141_716606	1
PN5LC_k141_584267_1	1
PN5LE_k141_320453	1
PN5LE_k141_78670	1
PN5LF_k141_658853	1
PN5LG_k141_156107	1
PN5LG_k141_576243	1
PN5LH_k141_141500	1
PN5RC_k141_58417	1
PN5RC_k141_619200	1
PN5RD_k141_328185	1
PN5RD_k141_962441	1
PN5RF_k141_1170693	1
PN5RF_k141_295265_1	1
PN5RG_k141_429102_1	1
PN5RG_k141_794656	1
PN5RH_k141_995868	1
PN6RA_k141_1758079	1
PN6RB_k141_1551952	1
PN6RC_k141_2656469	1
PN6RC_k141_311899	1
PN6RE_k141_1742657	1
PN6RF_k141_1143945_1	1
PN6RF_k141_1500799	1
PN6RF_k141_992929	1
PN6RH_k141_599242_1	1
PN6RJ_k141_63654_1	1
PN6RM_k141_123997	1
PN6RO_k141_791191	1
PN7RC_k141_1569662	1
PN7RF_k141_1200943	1
PN7RG_k141_1159692	1
PN7RH_k141_1147457_1	1
PN7RH_k141_1655024	1
PN7RI_k141_1242696	1
PN7RI_k141_1328735	1
PN7RJ_k141_2055268	1
PN7RL_k141_1190360	1
PN7RL_k141_1619952	1
PN7RL_k141_163462	1
PN7RL_k141_980755	1
PN7RO_k141_1308724	1
PN7RO_k141_1325514	1
PN7RO_k141_205687	1
PN7RO_k141_226869	1
PN7RO_k141_32353	1
PN7RO_k141_745129	1
PN7RO_k141_764255	1
PN7RO_k141_980313	1
PN7RO_k141_991395	1
PN7RQ_k141_1687822	1
PN7RR_k141_53608	1
PN8RA_k141_220065	1
PN8RA_k141_600286_1	1
PN8RB_k141_187508	1
PN8RC_k141_1126702	1
PN8RD_k141_1011241	1
PN8RD_k141_303444	1
PN8RD_k141_389804	1
PN8RG_k141_847359	1
PN8RH_k141_228515	1
PN8RH_k141_543607	1
PN8RJ_k141_975198	1
PN8RK_k141_363422	1
PN8RK_k141_742574	1
PN8RK_k141_941836	1
PN8RL_k141_1338576	1
PN8RM_k141_1671131	1
PN8RO_k141_1133923	1
PN8RP_k141_179539	1
PN8RQ_k141_1093764	1
PN8RQ_k141_418610	1
PN8RR_k141_1128175	1
PN8RR_k141_1416031	1
PN8RS_k141_186621	1
PN9RB_k141_149287	1
PN9RE_k141_1805337	1
PN9RI_k141_1262270	1
PN9RI_k141_712833	1
PN9RJ_k141_47302	1
PN9RQ_k141_1599986	1
PN16RA_k141_606957	0
PN2RI_k141_2984282	0
PN5LA_k141_425351_1	0
PN5RB_k141_109154	0
PN5RD_k141_87299	0
PN5RG_k141_852828	0
PN9RJ_k141_127978	0
PN5CG_k141_98159	0
H124_NODE_2_1	0
H198_NODE_14	0
PN1JE_k141_421403_1_fragment_2	0
PN10RA_k141_1175369_2	0
PN10RD_k141_1767848	0
PN10RK_k141_709690_1	0
PN10RM_k141_1268352_1	0
PN10RQ_k141_585589	0
PN10RR_k141_466004_1	0
PN11RF_k141_1218386_fragment_1	0
PN11RG_k141_2473379	0
PN11RL_k141_1222646	0
PN11RN_k141_114130	0
PN12RG_k141_281039_1	0
PN13RH_k141_262430	0
PN13RH_k141_807088	0
PN13RI_k141_1151547_1	0
PN13RI_k141_142168	0
PN13RI_k141_813529	0
PN13RJ_k141_1681870	0
PN13RP_k141_1450654	0
PN13RT_k141_1329956	0
PN14RK_k141_1630547	0
PN14RK_k141_1678624	0
PN14RK_k141_446307_1	0
PN15RF_k141_830971	0
PN15RH_k141_1312876	0
PN15RH_k141_15107	0
PN15RH_k141_332129	0
PN15RN_k141_869994	0
PN16RA_k141_1183524	0
PN16RB_k141_2018603	0
PN16RE_k141_1099280	0
PN16RE_k141_1434448	0
PN16RE_k141_435577	0
PN16RO_k141_2082298	0
PN1CA_k141_1020662_1	0
PN1CG_k141_971890	0
PN1CK_k141_927018	0
PN1LG_k141_849870	0
PN1RA_k141_3315754_1	0
PN1RC_k141_1646528	0
PN1RC_k141_682895	0
PN1RH_k141_247204	0
PN1RI_k141_572889	0
PN1RK_k141_894	0
PN1RL_k141_2208871	0
PN1RL_k141_53501	0
PN2CA_k141_689972	0
PN2CD_k141_1948188	0
PN2CD_k141_830430	0
PN3CG_k141_281846	0
PN3LA_k141_1621849	0
PN3LA_k141_1658160	0
PN3LC_k141_1991233	0
PN3RB_k141_1048515	0
PN3RD_k141_1348641_1	0
PN3RF_k141_3188183	0
PN4RA_k141_770334	0
PN5CE_k141_120016_1	0
PN5CG_k141_548009_1	0
PN5JD_k141_554931	0
PN5LF_k141_707076_1	0
PN5RB_k141_306980_1	0
PN5RC_k141_65240_1	0
PN5RH_k141_1122401	0
PN6RC_k141_835029	0
PN6RF_k141_223832_1	0
PN6RF_k141_588874_1	0
PN6RH_k141_1315682_1	0
PN7RF_k141_1119113	0
PN7RF_k141_1955909	0
PN7RI_k141_381559	0
PN7RJ_k141_652740	0
PN7RL_k141_1356879	0
PN8RC_k141_600673	0
PN8RF_k141_696839	0
PN8RP_k141_1085851	0
PN8RP_k141_35808	0
PN13RG_k141_1861037	0
PN13RN_k141_1334619	0
PN1CJ_k141_905489	0
PN7RL_k141_480681	0
PN1RG_k141_932008	0
PN6RS_k141_1117211	0
PN1CI_k141_264470	0
PN12RH_k141_1014986	0
PN1RE_k141_259500	0
PN13RJ_k141_2254357	0
PN16RM_k141_1222187	0
PN11RI_k141_146492	0
PN7RE_k141_1451073	0
PN5CC_k141_47342	0
PN7RG_k141_941046	0
PN16RV_k141_245083	0
PN3RD_k141_425624	0
PN5LA_k141_366307_1	0
PN8RH_k141_287644	0
PN1RL_k141_659169	0
PN2LG_k141_1041414	0
PN5RG_k141_1004726_1	0
J77_NODE_6_1	0
K319_NODE_5_1	0
PN1RC_k141_624899	0
PN2GD_k141_196561	0
PN7RT_k141_1872202_1	0
PN16RK_k141_848462	0
PN16RO_k141_711265	0
PN1LK_k141_364574	0
PN1RC_k141_2847667	0
PN1RK_k141_1975523	0
PN2CF_k141_1727916	0
PN2LD_k141_799902	0
PN2RF_k141_760349	0
PN3LA_k141_1296075	0
PN6RK_k141_1118573	0
PN6RT_k141_1705081	0
PN7RB_k141_264801	0
PN7RU_k141_1179233	0
PN8RO_k141_250682_1	0
PN3LA_k141_915547	0
PN5RA_k141_242837	0
J1385_NODE_1_1	0
J1385_NODE_3_1	0
PN16RV_k141_1036786	0
PN13RI_k141_1517676	0
PN10RG_k141_2101557	0
PN10RG_k141_2131870	0
PN10RH_k141_2330311	0
PN10RJ_k141_1564745_1	0
PN10RN_k141_1434489_1	0
PN10RN_k141_7749_1	0
PN11RI_k141_2252232	0
PN11RO_k141_813701	0
PN12RH_k141_976817	0
PN13RA_k141_2029746	0
PN13RI_k141_283866	0
PN13RI_k141_636790_1	0
PN13RP_k141_1816280_1	0
PN14RB_k141_1446438	0
PN14RF_k141_861355_1	0
PN14RQ_k141_190850_1	0
PN16RA_k141_2495262	0
PN16RA_k141_596622_1	0
PN16RA_k141_677659	0
PN1CB_k141_389047	0
PN1CH_k141_984825	0
PN1GG_k141_198227	0
PN1GG_k141_219423_1	0
PN1GG_k141_289873	0
PN1GG_k141_458498_1	0
PN1GG_k141_85076	0
PN1GH_k141_12124_1	0
PN1JE_k141_459192	0
PN1JG_k141_41642_1	0
PN1LH_k141_1557568	0
PN1RB_k141_883195	0
PN2CG_k141_2139676	0
PN2GC_k141_73239	0
PN2LB_k141_2083531	0
PN3DG_k141_423461	0
PN3GG_k141_202641	0
PN3LE_k141_1547613	0
PN3RE_k141_1114360	0
PN4RG_k141_1071677_1	0
PN5LF_k141_122817	0
PN5LF_k141_455341_1	0
PN5LF_k141_549949_1	0
PN6RF_k141_247980_1	0
PN6RH_k141_1513213	0
PN6RN_k141_1523750	0
PN6RQ_k141_1604334_1	0
PN7RC_k141_698595	0
PN7RE_k141_1177636	0
PN7RM_k141_185423	0
PN7RM_k141_965061	0
PN7RV_k141_455987_1	0
PN8RD_k141_610857	0
PN8RL_k141_432591_1	0
PN8RN_k141_286304	0
PN8RP_k141_202740	0
PN8RS_k141_1310808	0
PN14RP_k141_699256_1	0
PN5RA_k141_4107	0
PN13RN_k141_1562096	0
PN15RF_k141_313052	0
PN13RI_k141_1704048	0
PN1RL_k141_852170	0
PN14RD_k141_631412	0
PN5LE_k141_395296	0
PN4RA_k141_1138051_1	0
PN5LA_k141_320388	0
PN8RD_k141_1123442	0
PN13RR_k141_763095	0
PN8RJ_k141_1038434_1	0
BL1_NODE_8_1	0
PN12RH_k141_1135794	0
PN15RB_k141_916132	0
PN1GE_k141_38643	0
PN1GE_k141_6580	0
PN1GJ_k141_96879	0
PN3DG_k141_58494	0
PN3GH_k141_176980	0
PN5CD_k141_368353_1	0
PN5GD_k141_342333	0
PN1JH_k141_193338_1	0
PN14RO_k141_651685	0
PN1GE_k141_316818	0
A99_NODE_3_1	0
BL4_NODE_1_1	0
CH1_NODE_6_1	0
GY2_NODE_1_1	0
GY2_NODE_34_1	0
GY2_NODE_5_1	0
H31_NODE_3_1	0
H35_NODE_1_1	0
H35_NODE_5_1	0
J1274_NODE_1_1	0
J1343_NODE_6_2	0
J1357_NODE_39_1	0
K260_NODE_27	0
K72_NODE_13_1	0
K72_NODE_16_1	0
PN10RM_k141_13626	0
PN10RP_k141_98199	0
PN1GG_k141_383020	0
PN1RL_k141_1147664	0
PN5JC_k141_42103_1	0
PN5JC_k141_85530_1	0
PN6RF_k141_1126269	0
PN8RR_k141_1416145	0
Q21_NODE_8_1	0
Q29_NODE_1_1	0
Q29_NODE_5	0
Q3_NODE_10_1	0
Q43_NODE_9_1	0
R99_NODE_5_1	0
K312_NODE_2_1	0
PN1RH_k141_216261	0
XR34_NODE_3_1	0
XR10_NODE_3_1	0
XR10_NODE_8_1	0
CH3_NODE_11_1	0
CH3_NODE_39_1	0
CH3_NODE_42	0
CH3_NODE_51	0
K11_NODE_21	0
K320_NODE_6_1	0
PN1JE_k141_182583	0
PN7RP_k141_911533	0
PN8RH_k141_729013	0
PN8RL_k141_649408	0
PN8RS_k141_1431164	0
TY10_NODE_44_1	0
TY9_NODE_2_1	0
PN1RL_k141_989139	0
PN8RL_k141_526453	0
PN13RQ_k141_389292	0
J354_NODE_1_1	0
PN10RB_k141_1556573	0
PN10RE_k141_1220772	0
PN10RF_k141_1835983	0
PN10RH_k141_2279080	0
PN10RI_k141_27376	0
PN11RA_k141_1979683	0
PN11RI_k141_1224321	0
PN11RI_k141_2252169	0
PN11RI_k141_682831	0
PN11RM_k141_1202730	0
PN11RM_k141_372812	0
PN12RB_k141_1528084	0
PN12RD_k141_1050684	0
PN12RD_k141_1458418	0
PN12RE_k141_946868	0
PN12RG_k141_277866	0
PN12RG_k141_436704	0
PN12RH_k141_508319	0
PN12RJ_k141_1487464	0
PN13RA_k141_214791_1	0
PN13RA_k141_2165957	0
PN13RC_k141_1594190	0
PN13RC_k141_883908	0
PN13RE_k141_596718	0
PN13RL_k141_1484157	0
PN13RL_k141_2262413	0
PN13RQ_k141_1263350	0
PN13RR_k141_388578	0
PN13RR_k141_431000_1	0
PN13RS_k141_634756	0
PN13RT_k141_44961	0
PN14RB_k141_567605	0
PN14RD_k141_6866	0
PN14RH_k141_1145350	0
PN14RI_k141_1424006	0
PN14RK_k141_1018723	0
PN14RM_k141_689086	0
PN14RP_k141_1098898	0
PN14RQ_k141_1160641	0
PN14RT_k141_446521	0
PN15RB_k141_1596035	0
PN15RH_k141_1139441	0
PN15RO_k141_826173	0
PN16RC_k141_930058	0
PN16RE_k141_1662177	0
PN16RH_k141_2353118	0
PN16RN_k141_1887405	0
PN1CA_k141_588401	0
PN1CB_k141_36042	0
PN1CD_k141_1966100	0
PN1CD_k141_854005	0
PN1CF_k141_648755	0
PN1CG_k141_125759	0
PN1CG_k141_174829	0
PN1CG_k141_217331	0
PN1CG_k141_809956	0
PN1CH_k141_483523	0
PN1CJ_k141_612313	0
PN1GC_k141_14456	0
PN1GE_k141_101787_1	0
PN1GE_k141_185907	0
PN1GF_k141_4800	0
PN1GG_k141_44788	0
PN1GH_k141_48384	0
PN1GH_k141_71210	0
PN1GJ_k141_238156_1	0
PN1GJ_k141_297743	0
PN1GJ_k141_99146	0
PN1GL_k141_80702	0
PN1LJ_k141_709698	0
PN1RC_k141_2789555	0
PN1RD_k141_3058572	0
PN1RE_k141_394178	0
PN1RG_k141_616643	0
PN1RI_k141_1327160	0
PN1RK_k141_1823283_1	0
PN1RK_k141_3380706	0
PN1RL_k141_2257904	0
PN2CB_k141_663822_fragment_1	0
PN2CG_k141_1197735	0
PN2CI_k141_2343961	0
PN2CI_k141_2929757	0
PN2GC_k141_18455	0
PN2JA_k141_83014_1	0
PN2LA_k141_158020_1	0
PN2LC_k141_1008008	0
PN2LD_k141_1168212	0
PN2LE_k141_474860	0
PN2LG_k141_1277983	0
PN2RC_k141_2785566	0
PN2RC_k141_364097	0
PN3CA_k141_2129279	0
PN3CB_k141_1292114	0
PN3CB_k141_845054	0
PN3CD_k141_758192_1	0
PN3CD_k141_951965	0
PN3DG_k141_201469	0
PN3DG_k141_317840	0
PN3GA_k141_133738	0
PN3GA_k141_382530	0
PN3GB_k141_224472	0
PN3GB_k141_35213_fragment_1	0
PN3GD_k141_430624	0
PN3GF_k141_207487_1	0
PN3JD_k141_149675	0
PN3LA_k141_1526323_1	0
PN3LA_k141_1634163	0
PN3LF_k141_1635394	0
PN3RA_k141_2553034	0
PN3RF_k141_2315266	0
PN5CA_k141_569162	0
PN5CC_k141_223	0
PN5CF_k141_588904	0
PN5GD_k141_632821_1	0
PN5GE_k141_226045	0
PN5GG_k141_584797	0
PN5LE_k141_47250	0
PN5LF_k141_397055_1	0
PN5RB_k141_1005818	0
PN5RC_k141_232234	0
PN5RE_k141_1091206	0
PN5RG_k141_283562	0
PN6RB_k141_2783631	0
PN6RF_k141_1792195	0
PN6RL_k141_623489	0
PN6RO_k141_1525198	0
PN6RQ_k141_1052508_1	0
PN6RR_k141_1014380	0
PN7RB_k141_537543	0
PN7RF_k141_497279	0
PN7RI_k141_964886	0
PN7RL_k141_1262369	0
PN7RS_k141_1089705	0
PN7RS_k141_1286596	0
PN7RS_k141_78682	0
PN8RB_k141_1492480	0
PN8RB_k141_523431	0
PN8RD_k141_1157030	0
PN8RD_k141_1487279	0
PN8RE_k141_319520	0
PN8RF_k141_1217753	0
PN8RH_k141_782929	0
PN8RI_k141_1333607	0
PN8RI_k141_1373754	0
PN8RM_k141_1320780	0
PN8RM_k141_243613	0
PN8RO_k141_1628475_1	0
PN8RR_k141_808692	0
PN8RS_k141_1548842	0
PN9RC_k141_1106292	0
PN9RD_k141_1893811	0
PN9RJ_k141_1191918	0
PN9RJ_k141_1585234	0
PN1LD_k141_515734	0
PN6RL_k141_910193	0
PN8RS_k141_1103810	0
PN3RF_k141_1821396	0
PN7RH_k141_200844	0
PN4RG_k141_801120	0
PN3LA_k141_731624	0
PN14RS_k141_180320	0
PN3RF_k141_1328057	0
PN5LC_k141_249064_1	0
PN1RI_k141_1327357	0
PN8RH_k141_1029369	0
PN8RB_k141_235756	0
PN3GD_k141_819061	0
PN2CF_k141_1457581	0
PN15RA_k141_803645_1	0
PN5RG_k141_961942	0
PN14RQ_k141_855727	0
PN10RQ_k141_1690553	0
PN15RA_k141_556674	0
PN3RD_k141_2247270	0
PN3GB_k141_463600	0
PN7RI_k141_516058	0
PN13RG_k141_242258	0
PN7RM_k141_1260145	0
PN14RG_k141_1935755	0
PN16RV_k141_1139381	0
PN3CA_k141_2034501	0
PN8RI_k141_701264	0
PN8RQ_k141_780160	0
PN8RG_k141_1132847	0
PN16RE_k141_1404016	0
PN2CC_k141_919774	0
PN5RA_k141_1110477	0
PN5RG_k141_563631	0
PN8RS_k141_1064712	0
PN11RA_k141_422654	0
PN11RC_k141_2774917	0
PN13RA_k141_1013476_1	0
PN1CG_k141_341166	0
PN5RA_k141_439331	0
PN5RC_k141_37825	0
PN5RD_k141_238916	0
PN5RF_k141_414206	0
PN9RK_k141_531862_1	0
CH10_NODE_53_1	0
PN10RM_k141_1510247_1	0
PN10RO_k141_1276754	0
PN10RO_k141_170838	0
PN14RS_k141_480734	0
PN15RO_k141_1303523	0
PN1CC_k141_5728	0
PN1CC_k141_779533	0
PN1GC_k141_228834	0
PN1GG_k141_18777	0
PN1GH_k141_102691	0
PN1GJ_k141_99496	0
PN1GK_k141_65724	0
PN1JH_k141_104664_1	0
PN1JJ_k141_22499	0
PN1JL_k141_128649	0
PN1RH_k141_2095088	0
PN2GC_k141_399758	0
PN2GC_k141_426992	0
PN3DG_k141_371017	0
PN3GA_k141_388287	0
PN3GA_k141_6266	0
PN3GE_k141_143649	0
PN3JA_k141_55584	0
PN3JF_k141_137996	0
PN3JG_k141_350182	0
PN5GD_k141_636376_1	0
PN5RC_k141_372456	0
PN6RF_k141_901165	0
PN6RQ_k141_1484611	0
PN6RQ_k141_1717997_1	0
PN7RE_k141_1291204	0
PN7RE_k141_397617	0
PN11RJ_k141_1863085	0
PN11RK_k141_1368833_1	0
PN14RN_k141_1009016	0
PN2RI_k141_2599465	0
PN3CF_k141_370041	0
PN3RF_k141_3292893_1	0
PN8RC_k141_226274_fragment_1	0
K298_NODE_25_1	0
K298_NODE_27	0
PN10RH_k141_2075517_1	0
PN10RJ_k141_285861	0
PN11RI_k141_795975	0
PN13RC_k141_430475	0
PN16RK_k141_2195847	0
PN16RV_k141_1528384	0
PN1CI_k141_219571	0
PN1RK_k141_1350794	0
PN2CG_k141_1069489	0
PN2RA_k141_552669	0
PN5RA_k141_238633	0
PN5RB_k141_603541	0
PN5RE_k141_1091079	0
PN6RM_k141_1251512	0
PN7RB_k141_777111_1	0
PN8RO_k141_895593	0
PN8RQ_k141_62363	0
PN3RH_k141_1952597_1	0
PN10RO_k141_1875878_1	0
PN13RH_k141_1205624	0
PN5RB_k141_518943	0
PN8RC_k141_220773	0
PN6RO_k141_1716429	0
PN9RK_k141_419698	0
PN16RE_k141_180419	0
PN11RG_k141_1672478	0
PN12RE_k141_250755	0
PN13RE_k141_535603	0
PN13RQ_k141_694424	0
PN14RA_k141_290188	0
PN14RB_k141_618548	0
PN14RD_k141_1691452	0
PN14RM_k141_276507	0
PN14RR_k141_937447	0
PN16RO_k141_1779827	0
PN16RR_k141_373709	0
PN1CG_k141_972766	0
PN1GE_k141_11787	0
PN1GG_k141_341195	0
PN1RA_k141_4399301	0
PN1RJ_k141_1800640	0
PN1RK_k141_1645201	0
PN1RL_k141_322926	0
PN2RI_k141_2984224	0
PN3CC_k141_1360053	0
PN3CC_k141_779362	0
PN3LA_k141_387266	0
PN3RD_k141_1208011	0
PN3RH_k141_410078	0
PN6RL_k141_1526858	0
PN6RR_k141_511677	0
PN7RE_k141_1152214	0
PN7RF_k141_1457483	0
PN7RF_k141_2081948	0
PN8RD_k141_1263295	0
PN8RJ_k141_202512	0
PN8RM_k141_1402296	0
PN14RK_k141_1703826	0
PN7RO_k141_956453	0
PN3RF_k141_2190729_1	0
PN15RO_k141_692759	0
PN8RL_k141_513500	0
PN14RL_k141_1289130	0
PN7RL_k141_1526855	0
PN3CD_k141_751624	0
PN15RB_k141_99409	0
PN1CI_k141_272569	0
PN11RK_k141_2794910	0
PN15RB_k141_449501	0
PN1LC_k141_1858041	0
PN2CF_k141_1219374	0
